arm,split,mode,step,image_count,eligible_image_count,mae_m,bias_m,mean_image_std_ratio,below_min_fraction,foreground_mae_m,foreground_bias_m,foreground_pred_std_m,foreground_gt_std_m,foreground_mean_image_std_ratio,flat_image_fraction,local_contrast_ratio,local_slope,local_correlation,local_difference_mae_m,sigmoid_derivative_mean
D0,train,train,900,16,16,0.0028573145682457834,-0.00045931838258184143,1.0172832695855611,0.0,0.0038731729291612282,-0.0017134477357103606,0.04342215321958065,0.04331311653368175,1.0024531128236265,0.0,0.9995621626124156,0.6842437525377939,0.6943729185851283,0.001976411891519092,0.24241407122462988
D0,train,train,1000,16,16,0.003027345723239705,0.0012923437384415593,0.9857216544613745,0.0,0.0038426004903158173,0.0009264877444365993,0.04240016208495945,0.04331311653368175,0.9786387265387668,0.0,1.0352527294434293,0.6860803661684601,0.6782306760726422,0.0020093475832254626,0.24284272082149982
D0,validation_test_seen,eval,0,32,32,0.00393119957880117,0.0008521096053755173,0.9830716099238251,0.0,0.007355519541306421,0.0013392770722475689,0.04165380430640653,0.04316521727014333,0.9673891580699109,0.0,1.0186962460515177,0.6369977162820093,0.6285702924571466,0.002279904354509199,0.24357456481084228
D0,validation_test_seen,eval,50,32,32,0.004025746253319085,-0.00010593905017231009,0.9895941780870698,0.0,0.007667937999940477,-0.0003313474376227532,0.04176244587870315,0.04316521727014333,0.9703441728480725,0.0,1.043004331085307,0.6409455214036108,0.6163481953289693,0.0024037491348281037,0.24342435272410512
D0,validation_test_seen,eval,100,32,32,0.004934132273774594,0.0025172991086037655,1.0055423995484942,0.0,0.008080409359536134,0.003351268935148255,0.04265209205914289,0.04316521727014333,0.991085841297355,0.0,1.0219684500423936,0.6416251406358173,0.6300522791636709,0.0023548250646854285,0.2436131672002375
D0,validation_test_seen,eval,200,32,32,0.004607770148140844,0.0014128173972949298,0.9675422397885866,0.0,0.007781798180076294,0.0015439840478848055,0.040921407111454755,0.04316521727014333,0.9498737855560407,0.0,1.050023142926046,0.6463466436731584,0.6181394192176485,0.002384947263635695,0.24372791964560747
D0,validation_test_seen,eval,300,32,32,0.004423288250109181,0.0005423430642963467,0.9801817836464038,0.0,0.007642647571628913,-8.914605950849364e-05,0.04166371311293915,0.04316521727014333,0.9665481048993341,0.0,1.011490914995693,0.6296721782603698,0.62563886416189,0.00235026110385661,0.24356310302391648
D0,validation_test_seen,eval,400,32,32,0.004204991135338787,0.0008543682142772013,0.9997083100716124,0.0,0.0073552978137740865,0.0008678966091792972,0.04301610589027405,0.04316521727014333,0.9982658196009837,0.0,1.0107191856926365,0.6274311905848867,0.6235667917296313,0.002344560096389614,0.24347119219601154
D0,validation_test_seen,eval,500,32,32,0.004000971530331299,-5.09184023940179e-05,0.9837225548597414,0.0,0.0073331574676558375,0.00045711374241363956,0.042340594867710024,0.04316521727014333,0.982643976538272,0.0,0.9858029226981928,0.6217447124579931,0.6305683021068337,0.002305442190845497,0.24345975648611784
D0,validation_test_seen,eval,600,32,32,0.004497266258113086,-0.0013316050237222044,0.9710729801737423,0.0,0.007873269976698793,-0.0012322741877142107,0.04191259725484997,0.04316521727014333,0.9718124024315434,0.0,1.0438277628035508,0.6518498263185338,0.6262374483671957,0.0024258616722363513,0.2433872250840068
